no,waktu_terima_lokal,seq,ts_epoch_ms,tr_epoch_ms,delay_ms,jitter_ms,delay_valid,time_synced,packet_lost_before_this,n_sent_sejauh_ini,n_received_sejauh_ini,payload_size_bytes,payload_size_bit,elapsed_time_sec,throughput_bps,lat_raw,lon_raw,lat_kf,lon_kf,nav_mode,delivery_status,speed,pwm_l,pwm_r,battery
307,2026-07-10 16:51:37.091,739,1783677097000.0,1783677097091.48,91.47998046875,690.2119140625,True,True,0,307,307,846,6768,74.52663989257813,27917.641302478754,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,73,73,12.77
308,2026-07-10 16:51:37.355,740,1783677097000.0,1783677097355.429,355.428955078125,263.948974609375,True,True,0,308,308,830,6640,74.7905888671875,27907.896322443958,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,9,9,12.77
309,2026-07-10 16:51:37.400,741,1783677097000.0,1783677097399.74,399.739990234375,44.31103515625,True,True,0,309,309,841,6728,74.83489990234375,27981.276152337297,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,72,72,12.77
310,2026-07-10 16:51:37.607,742,1783677097000.0,1783677097607.053,607.052978515625,207.31298828125,True,True,0,310,310,841,6728,75.042212890625,27993.630772346805,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,72,75,12.77
311,2026-07-10 16:51:37.762,743,1783677097000.0,1783677097762.066,762.06591796875,155.012939453125,True,True,0,311,311,842,6736,75.19722583007812,28025.501961497168,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,71,75,12.77
312,2026-07-10 16:51:38.010,744,1783677098000.0,1783677098010.308,10.30810546875,751.7578125,True,True,0,312,312,841,6728,75.44546801757812,28022.46517322177,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,71,75,12.77
313,2026-07-10 16:51:38.317,745,1783677098000.0,1783677098317.205,317.205078125,306.89697265625,True,True,0,313,313,842,6736,75.75236499023437,27997.858552316047,-7.051088,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,9,9,12.77
314,2026-07-10 16:51:38.588,746,1783677098000.0,1783677098587.358,587.35791015625,270.15283203125,True,True,0,314,314,846,6768,76.02251782226563,27987.391906360186,-7.051084,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,72,72,12.77
315,2026-07-10 16:51:38.628,747,1783677098000.0,1783677098628.208,628.2080078125,40.85009765625,True,True,0,315,315,833,6664,76.06336791992187,28059.972341048455,-7.051084,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,73,73,12.77
316,2026-07-10 16:51:39.239,749,1783677099000.0,1783677099239.34,239.340087890625,388.867919921875,True,True,0,316,316,845,6760,76.6745,27924.485976432843,-7.051084,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,73,73,12.77
317,2026-07-10 16:51:39.252,750,1783677099000.0,1783677099251.213,251.212890625,11.872802734375,True,True,0,317,317,833,6664,76.68637280273437,28007.06203075781,-7.051084,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,3,3,12.77
318,2026-07-10 16:51:39.549,751,1783677099000.0,1783677099547.124,547.1240234375,295.9111328125,True,True,0,318,318,839,6712,76.98228393554687,27986.594965197753,-7.051084,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,66,66,12.77
319,2026-07-10 16:51:39.652,752,1783677099000.0,1783677099652.098,652.097900390625,104.973876953125,True,True,0,319,319,838,6704,77.0872578125,28035.450492436077,-7.051084,110.3993,-7.051099,110.3993,1,DELIVERY,0.0,73,73,12.77
320,2026-07-10 16:51:40.094,754,1783677100000.0,1783677100094.239,94.239013671875,557.85888671875,True,True,0,320,320,838,6704,77.52939892578125,27962.038014448008,-7.051084,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,73,73,12.77
321,2026-07-10 16:51:40.236,755,1783677100000.0,1783677100234.553,234.552978515625,140.31396484375,True,True,0,321,321,838,6704,77.669712890625,27997.837497639055,-7.051084,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,73,73,12.77
322,2026-07-10 16:51:40.468,756,1783677100000.0,1783677100467.642,467.64208984375,233.089111328125,True,True,0,322,322,835,6680,77.90280200195312,27999.814434727432,-7.051084,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,60,60,12.77
323,2026-07-10 16:51:40.672,757,1783677100000.0,1783677100672.445,672.445068359375,204.802978515625,True,True,0,323,323,825,6600,78.10760498046875,28010.896001062738,-7.051084,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,73,73,12.77
324,2026-07-10 16:51:41.057,759,1783677101000.0,1783677101057.458,57.4580078125,614.987060546875,True,True,0,324,324,839,6712,78.49261791992187,27959.011409695944,-7.051085,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,73,73,12.77
325,2026-07-10 16:51:41.287,760,1783677101000.0,1783677101286.967,286.967041015625,229.509033203125,True,True,0,325,325,836,6688,78.722126953125,27962.455858322275,-7.051085,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,73,73,12.77
326,2026-07-10 16:51:41.491,761,1783677101000.0,1783677101491.021,491.02099609375,204.053955078125,True,True,0,326,326,839,6712,78.92618090820312,27975.20384988647,-7.051085,110.3993,-7.051098,110.3993,1,DELIVERY,0.0,54,54,12.77
327,2026-07-10 16:51:41.661,762,1783677101000.0,1783677101661.535,661.534912109375,170.513916015625,True,True,0,327,327,821,6568,79.09669482421874,27997.933477770617,-7.051084,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,0,0,12.77
328,2026-07-10 16:51:42.003,763,1783677102000.0,1783677102003.026,3.02587890625,658.509033203125,True,True,0,328,328,821,6568,79.43818579101563,27960.255862882575,-7.051084,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,0,0,12.77
329,2026-07-10 16:51:42.312,764,1783677102000.0,1783677102312.049,312.049072265625,309.023193359375,True,True,0,329,329,821,6568,79.747208984375,27934.269153375295,-7.051084,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,0,0,12.77
330,2026-07-10 16:51:42.516,765,1783677102000.0,1783677102515.802,515.802001953125,203.7529296875,True,True,0,330,330,828,6624,79.9509619140625,27945.93018657616,-7.051084,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,0,0,12.77
331,2026-07-10 16:51:42.521,766,1783677102000.0,1783677102521.491,521.490966796875,5.68896484375,True,True,0,331,331,828,6624,79.95665087890625,28026.786707135456,-7.051084,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,0,0,12.77
332,2026-07-10 16:51:44.258,767,1783677102000.0,1783677104256.19,2256.18994140625,1734.698974609375,True,True,0,332,332,840,6720,81.69134985351562,27513.9045202504,-7.051084,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,54,54,12.77
333,2026-07-10 16:51:44.259,768,1783677103000.0,1783677104259.341,1259.341064453125,996.848876953125,True,True,0,333,333,841,6728,81.6945009765625,27595.198857347357,-7.051082,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,73,73,12.77
334,2026-07-10 16:51:44.463,769,1783677103000.0,1783677104462.468,1462.468017578125,203.126953125,True,True,0,334,334,841,6728,81.8976279296875,27608.90708508983,-7.051082,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,73,73,12.77
335,2026-07-10 16:51:44.464,770,1783677103000.0,1783677104464.132,1464.132080078125,1.6640625,True,True,0,335,335,841,6728,81.8992919921875,27690.495788612337,-7.051082,110.3993,-7.051097,110.3993,1,DELIVERY,0.0,73,73,12.77
336,2026-07-10 16:51:44.465,771,1783677103000.0,1783677104465.318,1465.318115234375,1.18603515625,True,True,0,336,336,845,6760,81.90047802734375,27772.633991716044,-7.051082,110.3993,-7.051097,110.3993,1,DELIVERY,-0.002,6,6,12.77
337,2026-07-10 16:51:44.769,772,1783677104000.0,1783677104768.429,768.428955078125,696.88916015625,True,True,0,337,337,845,6760,82.2035888671875,27752.462288305607,-7.051082,110.3993,-7.051096,110.3993,1,DELIVERY,0.002,73,73,12.77
338,2026-07-10 16:51:44.770,773,1783677104000.0,1783677104769.765,769.764892578125,1.3359375,True,True,0,338,338,843,6744,82.2049248046875,27834.05015497962,-7.051082,110.3993,-7.051096,110.3993,1,DELIVERY,0.001,54,54,12.77
339,2026-07-10 16:51:45.034,774,1783677105000.0,1783677105033.962,33.9619140625,735.802978515625,True,True,0,339,339,840,6720,82.46912182617187,27826.366392466323,-7.051082,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,73,12.77
340,2026-07-10 16:51:45.080,775,1783677105000.0,1783677105079.463,79.462890625,45.5009765625,True,True,0,340,340,837,6696,82.51462280273438,27892.171373093064,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,73,12.77
341,2026-07-10 16:51:45.208,776,1783677105000.0,1783677105207.989,207.989013671875,128.526123046875,True,True,0,341,341,839,6712,82.64314892578125,27930.010291269642,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,73,12.77
342,2026-07-10 16:51:45.442,777,1783677105000.0,1783677105441.807,441.806884765625,233.81787109375,True,True,0,342,342,839,6712,82.876966796875,27932.199855645395,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,73,12.77
343,2026-07-10 16:51:45.618,778,1783677105000.0,1783677105618.169,618.1689453125,176.362060546875,True,True,0,343,343,834,6672,83.05332885742187,27953.220321674497,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,0,0,12.77
344,2026-07-10 16:51:46.100,780,1783677106000.0,1783677106099.775,99.77490234375,518.39404296875,True,True,0,344,344,840,6720,83.53493481445312,27872.506337278606,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.001,73,73,12.77
345,2026-07-10 16:51:46.304,781,1783677106000.0,1783677106303.777,303.777099609375,204.002197265625,True,True,0,345,345,842,6736,83.73893701171875,27885.044679671802,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.001,73,73,12.77
346,2026-07-10 16:51:46.450,782,1783677106000.0,1783677106449.545,449.544921875,145.767822265625,True,True,0,346,346,845,6760,83.88470483398437,27917.175182706877,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.001,73,73,12.77
347,2026-07-10 16:51:46.648,783,1783677106000.0,1783677106648.029,648.029052734375,198.484130859375,True,True,0,347,347,844,6752,84.08318896484376,27931.576203442633,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.001,48,48,12.77
348,2026-07-10 16:51:47.021,784,1783677107000.0,1783677107020.985,20.985107421875,627.0439453125,True,True,0,348,348,832,6656,84.45614501953125,27887.041250288315,-7.051081,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,61,61,12.77
349,2026-07-10 16:51:47.127,785,1783677107000.0,1783677107126.942,126.94189453125,105.956787109375,True,True,0,349,349,832,6656,84.56210180664063,27930.810014640883,-7.05108,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,18,12.77
350,2026-07-10 16:51:47.271,786,1783677107000.0,1783677107271.378,271.3779296875,144.43603515625,True,True,0,350,350,834,6672,84.70653784179687,27961.950285628107,-7.05108,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,73,12.77
351,2026-07-10 16:51:47.636,787,1783677107000.0,1783677107635.871,635.87109375,364.4931640625,True,True,0,351,351,834,6672,85.07103100585938,27920.573806568802,-7.05108,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,73,73,12.77
352,2026-07-10 16:51:47.742,788,1783677107000.0,1783677107741.933,741.93310546875,106.06201171875,True,True,0,352,352,835,6680,85.17709301757813,27964.23211471236,-7.05108,110.3993,-7.051096,110.3993,1,DELIVERY,0.0,42,42,12.77
353,2026-07-10 16:51:48.153,790,1783677108000.0,1783677108152.904,152.904052734375,589.029052734375,True,True,0,353,353,836,6688,85.58806396484376,27908.09710313279,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
354,2026-07-10 16:51:48.353,791,1783677108000.0,1783677108352.529,352.529052734375,199.625,True,True,0,354,354,835,6680,85.78768896484375,27921.022572150163,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
355,2026-07-10 16:51:48.495,792,1783677108000.0,1783677108494.419,494.4189453125,141.889892578125,True,True,0,355,355,834,6672,85.92957885742187,27952.563388974875,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
356,2026-07-10 16:51:48.702,793,1783677108000.0,1783677108701.756,701.756103515625,207.337158203125,True,True,0,356,356,833,6664,86.136916015625,27962.644954261927,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,36,36,12.77
357,2026-07-10 16:51:49.174,795,1783677109000.0,1783677109174.06,174.06005859375,527.696044921875,True,True,0,357,357,841,6728,86.60921997070312,27887.839202535557,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
358,2026-07-10 16:51:49.486,796,1783677109000.0,1783677109485.496,485.49609375,311.43603515625,True,True,0,358,358,839,6712,86.92065600585937,27865.137141127052,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
359,2026-07-10 16:51:49.592,797,1783677109000.0,1783677109591.805,591.804931640625,106.308837890625,True,True,0,359,359,839,6712,87.02696484375,27908.223667924765,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
360,2026-07-10 16:51:49.729,798,1783677109000.0,1783677109729.467,729.467041015625,137.662109375,True,True,0,360,360,843,6744,87.164626953125,27941.51808060578,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,30,30,12.77
361,2026-07-10 16:51:50.196,799,1783677110000.0,1783677110195.735,195.735107421875,533.73193359375,True,True,0,361,361,834,6672,87.63089501953125,27868.98387213418,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
362,2026-07-10 16:51:50.309,800,1783677110000.0,1783677110308.697,308.697021484375,112.9619140625,True,True,0,362,362,838,6704,87.74385693359375,27909.509401363175,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
363,2026-07-10 16:51:50.350,801,1783677110000.0,1783677110349.501,349.5009765625,40.803955078125,True,True,0,363,363,838,6704,87.78466088867188,27972.90523357117,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
364,2026-07-10 16:51:50.708,802,1783677110000.0,1783677110708.425,708.425048828125,358.924072265625,True,True,0,364,364,838,6704,88.1435849609375,27935.056205068275,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
365,2026-07-10 16:51:51.015,803,1783677110000.0,1783677111014.734,1014.73388671875,306.308837890625,True,True,0,365,365,838,6704,88.44989379882813,27914.10926524721,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,27,27,12.77
366,2026-07-10 16:51:51.221,804,1783677111000.0,1783677111220.944,220.944091796875,793.789794921875,True,True,0,366,366,846,6768,88.65610400390625,27925.522194060275,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.002,73,73,12.77
367,2026-07-10 16:51:51.459,805,1783677111000.0,1783677111459.244,459.243896484375,238.2998046875,True,True,0,367,367,846,6768,88.89440380859375,27926.797341994257,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.002,73,73,12.77
368,2026-07-10 16:51:51.571,806,1783677111000.0,1783677111571.255,571.2548828125,112.010986328125,True,True,0,368,368,843,6744,89.00641479492188,27967.422412592467,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
369,2026-07-10 16:51:51.586,807,1783677111000.0,1783677111585.907,585.906982421875,14.652099609375,True,True,0,369,369,843,6744,89.02106689453124,28038.576564771953,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
370,2026-07-10 16:51:51.835,808,1783677111000.0,1783677111835.51,835.510009765625,249.60302734375,True,True,0,370,370,841,6728,89.270669921875,28035.546301940794,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,21,21,12.77
371,2026-07-10 16:51:52.141,809,1783677112000.0,1783677112140.745,140.7451171875,694.764892578125,True,True,0,371,371,839,6712,89.57590502929688,28014.944411437984,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
372,2026-07-10 16:51:52.347,810,1783677112000.0,1783677112346.473,346.472900390625,205.727783203125,True,True,0,372,372,837,6696,89.7816328125,28025.331252938442,-7.051081,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
373,2026-07-10 16:51:52.454,811,1783677112000.0,1783677112452.826,452.825927734375,106.35302734375,True,True,0,373,373,836,6688,89.88798583984375,28066.576155071907,-7.051083,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
374,2026-07-10 16:51:52.756,812,1783677112000.0,1783677112755.481,755.48095703125,302.655029296875,True,True,0,374,374,836,6688,90.19064086914062,28046.546466724343,-7.051083,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
375,2026-07-10 16:51:53.073,814,1783677113000.0,1783677113072.706,72.7060546875,682.77490234375,True,True,0,375,375,839,6712,90.50786596679687,28022.404162423092,-7.051084,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
376,2026-07-10 16:51:53.268,815,1783677113000.0,1783677113267.723,267.722900390625,195.016845703125,True,True,0,376,376,839,6712,90.7028828125,28036.15410170346,-7.051084,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
377,2026-07-10 16:51:53.422,816,1783677113000.0,1783677113420.971,420.970947265625,153.248046875,True,True,0,377,377,838,6704,90.856130859375,28062.652194008904,-7.051084,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
378,2026-07-10 16:51:53.679,817,1783677113000.0,1783677113678.818,678.818115234375,257.84716796875,True,True,0,378,378,836,6688,91.11397802734375,28056.639116698716,-7.051084,110.3993,-7.051095,110.3993,1,DELIVERY,0.0,73,73,12.77
379,2026-07-10 16:51:54.087,819,1783677114000.0,1783677114086.936,86.93603515625,591.882080078125,True,True,0,379,379,837,6696,91.52209594726563,28004.69081779781,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,72,72,12.77
380,2026-07-10 16:51:54.395,820,1783677114000.0,1783677114394.465,394.465087890625,307.529052734375,True,True,0,380,380,837,6696,91.829625,27983.823303209614,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,72,75,12.77
381,2026-07-10 16:51:54.511,821,1783677114000.0,1783677114511.088,511.087890625,116.622802734375,True,True,0,381,381,844,6752,91.94624780273438,28021.7633842735,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
382,2026-07-10 16:51:54.671,822,1783677114000.0,1783677114670.681,670.680908203125,159.593017578125,True,True,0,382,382,843,6744,92.1058408203125,28046.42981371391,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
383,2026-07-10 16:51:55.378,824,1783677115000.0,1783677115377.807,377.806884765625,292.8740234375,True,True,0,383,383,839,6712,92.812966796875,27905.06638655584,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,69,69,12.77
384,2026-07-10 16:51:55.423,825,1783677115000.0,1783677115422.986,422.986083984375,45.17919921875,True,True,0,384,384,839,6712,92.85814599609375,27963.771752552904,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,72,75,12.77
385,2026-07-10 16:51:55.474,826,1783677115000.0,1783677115474.104,474.10400390625,51.117919921875,True,True,0,385,385,839,6712,92.90926391601562,28020.62884012616,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,72,75,12.77
386,2026-07-10 16:51:55.727,827,1783677115000.0,1783677115727.272,727.27197265625,253.16796875,True,True,0,386,386,836,6688,93.16243188476562,28016.271657962272,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,72,75,12.77
387,2026-07-10 16:51:56.032,828,1783677116000.0,1783677116032.369,32.368896484375,694.903076171875,True,True,0,387,387,839,6712,93.46752880859376,27996.631914370286,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,3,3,12.77
388,2026-07-10 16:51:56.139,829,1783677116000.0,1783677116139.21,139.2099609375,106.841064453125,True,True,0,388,388,831,6648,93.57436987304688,28035.711098661108,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,66,66,12.77
389,2026-07-10 16:51:56.340,830,1783677116000.0,1783677116339.725,339.72509765625,200.51513671875,True,True,0,389,389,839,6712,93.77488500976563,28047.339111384677,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
390,2026-07-10 16:51:56.647,831,1783677116000.0,1783677116646.653,646.653076171875,306.927978515625,True,True,0,390,390,843,6744,94.08181298828126,28027.521114292806,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
391,2026-07-10 16:51:56.851,832,1783677116000.0,1783677116851.611,851.611083984375,204.9580078125,True,True,0,391,391,843,6744,94.28677099609375,28038.12212542016,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
392,2026-07-10 16:51:57.146,834,1783677117000.0,1783677117146.472,146.471923828125,705.13916015625,True,True,0,392,392,839,6712,94.5816318359375,28021.67766144389,-7.051084,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,60,60,12.77
393,2026-07-10 16:51:57.335,835,1783677117000.0,1783677117335.116,335.115966796875,188.64404296875,True,True,0,393,393,839,6712,94.77027587890625,28036.72328014611,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
394,2026-07-10 16:51:57.568,836,1783677117000.0,1783677117567.823,567.822998046875,232.70703125,True,True,0,394,394,838,6704,95.00298291015625,28038.61435086827,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
395,2026-07-10 16:51:57.802,837,1783677117000.0,1783677117801.496,801.49609375,233.673095703125,True,True,0,395,395,839,6712,95.23665600585937,28040.29574322414,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
396,2026-07-10 16:51:58.167,839,1783677118000.0,1783677118166.981,166.98095703125,634.51513671875,True,True,0,396,396,841,6728,95.60214086914063,28003.473307825992,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,57,57,12.77
397,2026-07-10 16:51:58.390,840,1783677118000.0,1783677118388.977,388.97705078125,221.99609375,True,True,0,397,397,836,6688,95.82413696289062,28008.39209268719,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
398,2026-07-10 16:51:58.593,841,1783677118000.0,1783677118593.423,593.423095703125,204.446044921875,True,True,0,398,398,834,6672,96.0285830078125,28018.241191595083,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
399,2026-07-10 16:51:58.798,842,1783677118000.0,1783677118797.555,797.554931640625,204.1318359375,True,True,0,399,399,834,6672,96.23271484375,28028.13995614066,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
400,2026-07-10 16:51:59.002,843,1783677119000.0,1783677119002.291,2.291015625,795.263916015625,True,True,0,400,400,838,6704,96.43745092773437,28038.15295808881,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
401,2026-07-10 16:51:59.312,844,1783677119000.0,1783677119311.806,311.805908203125,309.514892578125,True,True,0,401,401,827,6616,96.7469658203125,28016.837293215744,-7.051086,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,54,54,12.77
402,2026-07-10 16:51:59.421,845,1783677119000.0,1783677119420.987,420.987060546875,109.18115234375,True,True,0,402,402,838,6704,96.85614697265625,28054.471346739763,-7.051087,110.3993,-7.051094,110.3993,1,DELIVERY,0.0,73,73,12.77
403,2026-07-10 16:51:59.618,846,1783677119000.0,1783677119618.325,618.324951171875,197.337890625,True,True,0,403,403,838,6704,97.05348486328126,28066.503782293003,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
404,2026-07-10 16:52:00.017,848,1783677120000.0,1783677120016.49,16.489990234375,601.8349609375,True,True,0,404,404,835,6680,97.45164990234375,28020.377312609537,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
405,2026-07-10 16:52:00.234,849,1783677120000.0,1783677120233.794,233.7939453125,217.303955078125,True,True,0,405,405,838,6704,97.66895385742187,28026.67471995237,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,54,54,12.77
406,2026-07-10 16:52:00.539,850,1783677120000.0,1783677120538.588,538.587890625,304.7939453125,True,True,0,406,406,835,6680,97.97374780273438,28007.665946646746,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,74,72,12.77
407,2026-07-10 16:52:00.824,851,1783677120000.0,1783677120823.746,823.74609375,285.158203125,True,True,0,407,407,837,6696,98.25890600585937,27994.53109966408,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
408,2026-07-10 16:52:01.052,852,1783677121000.0,1783677121051.777,51.777099609375,771.968994140625,True,True,0,408,408,844,6752,98.48693701171875,27998.271483170352,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
409,2026-07-10 16:52:01.073,853,1783677121000.0,1783677121072.572,72.572021484375,20.794921875,True,True,0,409,409,844,6752,98.50773193359375,28060.903908166514,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
410,2026-07-10 16:52:01.369,854,1783677121000.0,1783677121368.448,368.447998046875,295.8759765625,True,True,0,410,410,840,6720,98.80360791015624,28044.886807369,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,45,45,12.78
411,2026-07-10 16:52:01.470,855,1783677121000.0,1783677121470.346,470.345947265625,101.89794921875,True,True,0,411,411,825,6600,98.905505859375,28082.7237661484,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.78
412,2026-07-10 16:52:01.668,856,1783677121000.0,1783677121667.577,667.576904296875,197.23095703125,True,True,0,412,412,836,6688,99.10273681640625,28094.319989950847,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.78
413,2026-07-10 16:52:02.086,858,1783677122000.0,1783677122086.347,86.346923828125,581.22998046875,True,True,0,413,413,834,6672,99.5215068359375,28043.14452956212,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.78
414,2026-07-10 16:52:02.284,859,1783677122000.0,1783677122284.423,284.423095703125,198.076171875,True,True,0,414,414,846,6768,99.7195830078125,28055.311861671322,-7.051087,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,45,45,12.77
415,2026-07-10 16:52:02.586,860,1783677122000.0,1783677122585.841,585.841064453125,301.41796875,True,True,0,415,415,824,6592,100.0210009765625,28036.672025079108,-7.051088,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
416,2026-07-10 16:52:02.902,861,1783677122000.0,1783677122902.511,902.510986328125,316.669921875,True,True,0,416,416,842,6736,100.3376708984375,28015.32041585165,-7.051088,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
417,2026-07-10 16:52:03.112,863,1783677123000.0,1783677123112.273,112.27294921875,790.238037109375,True,True,0,417,417,843,6744,100.54743286132812,28023.947701241996,-7.051088,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,73,73,12.77
418,2026-07-10 16:52:03.508,864,1783677123000.0,1783677123507.901,507.90087890625,395.6279296875,True,True,0,418,418,838,6704,100.94306079101563,27980.526624286664,-7.051088,110.3993,-7.051093,110.3993,1,DELIVERY,0.0,42,42,12.77
